Unnamed: 0,Loyalty Number,Salary,CLV,Salary_Was_Imputed,Male_Enc,Marital_Enc,Education_Enc,Card_Enc,Promo_Enroll,Tenure_At_Cutoff,Churn,Total_Flights,Total_Distance,Total_Points_Acc,Total_Points_Red,Active_Months,Max_Flights_Month,Total_Months,Avg_Flights_Month,Activity_Rate,Redemption_Ratio,Avg_Distance_Per_Flight,Months_Since_Last_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Churn_Prob,Churn_Risk
1650,934893,60347.0,6618.02,0,1,1,0,2,0,50,0,28,40523,40523.0,0,9,5,12,2.333333333333333,0.75,0.0,1447.25,0.0,8,10,4,6,0.023067643426419523,Low
1651,491369,50255.0,6620.44,0,1,0,2,2,0,36,0,23,30269,30269.0,471,7,5,12,1.9166666666666667,0.5833333333333334,0.0155604744127655,1316.0434782608695,0.0,11,7,3,2,0.2192474280909766,Medium
1652,939593,73510.0,6624.61,1,0,1,1,2,0,51,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.025488133531679693,Low
1653,744304,92186.0,6627.15,0,0,1,2,2,0,52,1,5,10380,10380.0,0,3,3,12,0.4166666666666667,0.25,0.0,2076.0,8.0,4,1,0,0,0.2901769564423582,Medium
1654,736504,55994.0,6631.67,0,1,1,2,2,0,63,0,44,77123,77123.0,2497,12,5,12,3.6666666666666665,1.0,0.032376852560196,1752.7954545454545,0.0,12,11,8,13,0.0012984750541480746,Low
1655,950336,55994.0,6631.67,0,0,1,2,2,0,14,0,12,18019,18019.0,0,5,4,12,1.0,0.4166666666666667,0.0,1501.5833333333333,0.0,3,0,5,4,0.20688786695702135,Medium
1656,721786,47379.0,6645.93,0,1,1,2,2,0,11,0,19,22362,22362.0,1307,8,5,12,1.5833333333333333,0.6666666666666666,0.0584473660674358,1176.9473684210527,2.0,4,10,4,1,0.21338786033121449,Medium
1657,344570,73510.0,6647.85,1,0,0,1,2,0,2,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.23573851137882224,Medium
1659,197192,61055.0,6656.2,0,1,1,2,2,0,12,0,24,35094,35094.0,456,9,5,12,2.0,0.75,0.0129936741323303,1462.25,0.0,4,6,6,8,0.0396660168103142,Low
1660,711864,72638.0,6661.18,0,1,1,2,2,0,43,0,15,25483,25483.0,0,7,3,12,1.25,0.5833333333333334,0.0,1698.8666666666666,1.0,4,3,5,3,0.033321943150747206,Low
1661,576051,73510.0,6661.74,1,1,1,1,2,0,57,0,18,34213,34213.0,1774,7,4,12,1.5,0.5833333333333334,0.0518516353432905,1900.7222222222224,0.0,1,4,7,6,0.009167232009354128,Low
1664,551961,73510.0,6674.45,1,1,0,1,2,0,33,1,3,6300,6300.0,0,1,3,12,0.25,0.0833333333333333,0.0,2100.0,11.0,3,0,0,0,0.8032740509527441,High
1665,730008,73525.0,6676.73,0,1,1,2,2,0,63,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.012737349733762237,Low
1667,807970,66399.0,6678.9,0,1,1,2,2,0,18,1,2,3078,3078.0,0,2,1,12,0.1666666666666666,0.1666666666666666,0.0,1539.0,10.0,2,0,0,0,0.572833711228565,High
1668,502023,73082.0,6685.07,0,0,1,2,2,0,67,0,19,23778,23778.0,0,7,4,12,1.5833333333333333,0.5833333333333334,0.0,1251.4736842105262,0.0,6,3,4,6,0.008839265746902221,Low
1669,713039,54969.0,6685.8,0,1,1,2,2,0,2,0,2,1170,1170.0,0,1,2,12,0.1666666666666666,0.0833333333333333,0.0,585.0,1.0,0,0,0,2,0.26415351655237135,Medium
1670,937476,48183.0,6686.13,0,0,1,2,2,0,23,0,19,32878,32878.0,0,6,6,12,1.5833333333333333,0.5,0.0,1730.421052631579,0.0,0,6,7,6,0.09291858456113543,Low
1671,792332,49302.0,6687.59,0,0,1,2,2,0,66,0,22,33110,33110.0,416,9,4,12,1.8333333333333333,0.75,0.0125641800060404,1505.0,1.0,2,8,7,5,0.0055573176185718205,Low
1672,857516,73828.0,6688.86,0,1,0,2,2,0,49,0,18,33776,33776.0,1364,7,4,12,1.5,0.5833333333333334,0.040383704405495,1876.4444444444443,0.0,5,5,3,5,0.028234602379401293,Low
1673,180216,73602.0,6689.02,0,1,1,2,2,0,25,0,21,36674,36674.0,0,8,5,12,1.75,0.6666666666666666,0.0,1746.3809523809523,2.0,6,1,12,2,0.07314204223917552,Low
1674,301793,73602.0,6689.02,0,0,1,2,2,0,65,0,28,38778,38778.0,0,9,6,12,2.333333333333333,0.75,0.0,1384.928571428571,0.0,3,14,5,6,0.006147776289185072,Low
1676,802196,73602.0,6689.02,0,1,1,2,2,0,27,0,17,25293,25293.0,579,8,4,12,1.4166666666666667,0.6666666666666666,0.0228917091685446,1487.8235294117646,1.0,5,5,4,3,0.05154594821681414,Low
1677,465095,78169.0,6692.14,0,0,1,2,2,0,1,0,1,2180,2180.0,0,1,1,12,0.0833333333333333,0.0833333333333333,0.0,2180.0,0.0,0,0,0,1,0.8577112333984792,High
1678,639117,78169.0,6692.14,0,0,1,2,2,0,11,0,17,24307,24307.0,0,5,5,12,1.4166666666666667,0.4166666666666667,0.0,1429.8235294117646,0.0,0,5,5,7,0.11346928246109972,Low
1679,942779,73792.0,6696.9,0,0,1,2,2,0,33,0,15,21375,21375.0,0,6,4,12,1.25,0.5,0.0,1425.0,0.0,4,4,4,3,0.07553199948919234,Low
1680,151554,187647.0,6698.97,0,1,0,4,2,0,14,0,14,22596,22596.0,533,5,4,12,1.1666666666666667,0.4166666666666667,0.0235882457072048,1614.0,0.0,1,6,3,4,0.03663930303441562,Low
1681,290091,187647.0,6698.97,0,0,0,4,2,0,17,0,25,35596,35596.0,0,7,6,12,2.083333333333333,0.5833333333333334,0.0,1423.84,0.0,10,3,6,6,0.034575606124824555,Low
1682,280216,54482.0,6699.28,0,0,0,2,2,0,5,0,7,8513,8513.0,0,2,4,12,0.5833333333333334,0.1666666666666666,0.0,1216.142857142857,2.0,0,0,4,3,0.5082714538423806,High
1683,348173,54482.0,6699.28,0,1,0,2,2,0,41,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.054048830865355606,Low
1684,452684,73510.0,6707.99,1,0,2,1,2,0,4,1,6,13118,13118.0,0,3,3,12,0.5,0.25,0.0,2186.333333333333,0.0,0,0,2,4,0.5253700855021242,High
1685,475233,73510.0,6715.29,1,0,1,1,2,0,51,0,8,8519,8519.0,1086,4,3,12,0.6666666666666666,0.3333333333333333,0.1274797511445005,1064.875,3.0,1,3,4,0,0.0555614767389026,Low
1686,715184,73510.0,6715.29,1,0,1,1,2,0,3,0,2,2879,2879.0,0,2,1,12,0.1666666666666666,0.1666666666666666,0.0,1439.5,0.0,0,0,0,2,0.45610468182242303,High
1687,775768,107927.0,6715.59,0,1,1,3,2,0,66,0,47,68343,68343.0,552,11,8,12,3.9166666666666665,0.9166666666666666,0.0080769061937579,1454.106382978723,0.0,12,7,13,15,0.0010938084472128632,Low
1688,474305,58623.0,6721.89,0,1,1,2,2,0,59,0,18,25738,25738.0,406,4,7,12,1.5,0.3333333333333333,0.0157743414406713,1429.888888888889,0.0,0,0,5,13,0.00942694133003768,Low
1689,583565,73510.0,6722.7,1,0,0,1,2,0,65,0,29,53908,53908.0,2288,10,6,12,2.4166666666666665,0.8333333333333334,0.0424426801216888,1858.896551724138,0.0,6,6,12,5,0.004517178216595233,Low
1691,204375,60758.0,6727.62,0,0,1,2,2,0,38,0,6,9080,9080.0,0,4,3,12,0.5,0.3333333333333333,0.0,1513.3333333333333,0.0,1,0,0,5,0.06762244362467414,Low
1692,788515,73510.0,6729.87,1,1,0,1,2,0,19,0,14,23387,23387.0,368,4,6,12,1.1666666666666667,0.3333333333333333,0.0157352375251207,1670.5,2.0,3,6,2,3,0.37031964732738304,High
1694,746235,73510.0,6732.2,1,1,0,1,2,0,33,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.062024018006303326,Low
1695,926106,73510.0,6732.2,1,0,0,1,2,0,49,0,19,26518,26518.0,1379,9,4,12,1.5833333333333333,0.75,0.0520024134550116,1395.6842105263158,0.0,4,4,5,6,0.009087175180575119,Low
1696,531976,73510.0,6732.97,1,1,0,1,2,0,36,0,20,28456,28456.0,673,8,4,12,1.6666666666666667,0.6666666666666666,0.0236505482147877,1422.8,0.0,8,6,2,4,0.05453214364868703,Low
1697,899287,73510.0,6743.12,1,1,0,1,2,0,8,0,8,16916,16916.0,0,3,4,12,0.6666666666666666,0.25,0.0,2114.5,2.0,0,4,2,2,0.6454409143776207,High
1698,642901,73510.0,6745.25,1,1,0,1,2,0,12,0,16,25315,25315.0,547,6,3,12,1.3333333333333333,0.5,0.0216077424451906,1582.1875,0.0,3,3,2,8,0.09582962627387862,Low
1699,658310,83369.0,6746.43,0,0,1,2,2,0,52,0,9,13278,13278.0,0,5,2,12,0.75,0.4166666666666667,0.0,1475.3333333333333,1.0,0,3,2,4,0.01996353844706359,Low
1700,267474,81975.0,6748.23,0,1,0,2,2,0,43,0,12,14225,14225.0,0,7,3,12,1.0,0.5833333333333334,0.0,1185.4166666666667,0.0,6,1,2,3,0.02528310993740387,Low
1701,822555,73510.0,6751.44,1,1,1,1,2,0,56,0,30,50509,50509.0,1985,10,5,12,2.5,0.8333333333333334,0.0392999267457284,1683.6333333333334,0.0,7,7,12,4,0.007831539615990453,Low
1702,675057,64259.0,6753.43,0,0,0,2,2,0,57,0,25,45310,45310.0,0,9,6,12,2.083333333333333,0.75,0.0,1812.4,0.0,3,10,7,5,0.009403766828643276,Low
1703,849330,64259.0,6753.43,0,1,0,2,2,0,60,0,24,38483,38483.0,0,7,5,12,2.0,0.5833333333333334,0.0,1603.4583333333333,0.0,7,9,4,4,0.03316271515555071,Low
1704,796541,53772.0,6755.08,0,1,1,2,2,0,17,0,19,25162,25162.0,451,6,6,12,1.5833333333333333,0.5,0.017923853429775,1324.3157894736842,0.0,0,8,6,5,0.11880146610005383,Low
1705,183224,66210.0,6756.06,0,1,1,2,2,0,37,0,18,28337,28337.0,0,8,4,12,1.5,0.6666666666666666,0.0,1574.2777777777778,0.0,9,1,2,6,0.03131659964193972,Low
1706,283709,66210.0,6756.06,0,0,1,2,2,0,3,0,8,16659,16659.0,620,2,5,12,0.6666666666666666,0.1666666666666666,0.0372171198751425,2082.375,0.0,0,0,0,8,0.5188438872154685,High
1707,319092,73510.0,6758.81,1,1,0,1,2,0,17,1,7,14270,14270.0,0,3,3,12,0.5833333333333334,0.25,0.0,2038.571428571429,9.0,7,0,0,0,0.8016346981215352,High
1708,845488,73510.0,6758.81,1,1,0,1,2,0,4,0,8,10899,10899.0,533,3,4,12,0.6666666666666666,0.25,0.048903569134783,1362.375,1.0,0,0,3,5,0.3090262114931258,Medium
1709,181498,61449.0,6762.08,0,1,1,2,2,0,48,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.030054984272100127,Low
1710,337818,61449.0,6762.08,0,1,1,2,2,0,38,0,21,37619,37619.0,509,6,6,12,1.75,0.5,0.01353039687392,1791.3809523809523,0.0,4,8,8,1,0.12544805954389657,Low
1711,271043,75105.0,6765.8,0,1,1,2,2,0,38,0,26,36215,36215.0,1031,7,5,12,2.1666666666666665,0.5833333333333334,0.0284688664917851,1392.8846153846157,0.0,0,12,7,7,0.023601947717430564,Low
1712,451183,46575.0,6766.56,0,1,1,2,2,0,11,1,9,16780,16780.0,0,4,4,12,0.75,0.3333333333333333,0.0,1864.4444444444443,3.0,4,1,4,0,0.6382026125106337,High
1713,659882,60920.0,6767.81,0,0,1,2,2,0,16,1,19,24999,24999.0,0,5,5,12,1.5833333333333333,0.4166666666666667,0.0,1315.7368421052631,3.0,5,9,5,0,0.49192450900789514,High
1714,734727,73510.0,6778.84,1,0,0,1,2,0,29,0,16,25647,25647.0,0,9,4,12,1.3333333333333333,0.75,0.0,1602.9375,0.0,1,6,5,4,0.023137823280106565,Low
1715,939103,73510.0,6788.08,1,1,0,1,2,0,12,0,23,21251,21251.0,3002,7,6,12,1.9166666666666667,0.5833333333333334,0.1412639405204461,923.9565217391304,0.0,0,6,12,5,0.1119610827025309,Low
1716,981434,55812.0,6796.84,0,1,0,0,2,0,59,0,13,21375,21375.0,0,7,3,12,1.0833333333333333,0.5833333333333334,0.0,1644.2307692307693,1.0,0,4,6,3,0.018213193268180747,Low
1717,939319,55701.0,6798.27,0,0,0,2,2,0,58,0,23,34286,34286.0,435,8,5,12,1.9166666666666667,0.6666666666666666,0.0126873942717144,1490.695652173913,0.0,3,5,10,5,0.013884282407834425,Low
1719,404920,73510.0,6803.62,1,1,0,1,2,0,17,0,10,12760,12760.0,417,6,3,12,0.8333333333333334,0.5,0.032680250783699,1276.0,2.0,1,3,4,2,0.11154703868227135,Low
1720,380059,59595.0,6806.49,0,0,1,2,2,0,51,0,15,28851,28851.0,0,6,5,12,1.25,0.5,0.0,1923.4,0.0,2,7,0,6,0.03209284637659653,Low
1721,159680,73510.0,6811.58,1,0,2,1,2,0,26,0,26,42154,42154.0,0,8,6,12,2.1666666666666665,0.6666666666666666,0.0,1621.3076923076924,0.0,2,12,8,4,0.04698960744646821,Low
1722,748105,64065.0,6817.43,0,1,1,2,2,0,37,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.04738302307245494,Low
1723,428383,73510.0,6826.8,1,0,0,1,2,0,57,1,2,2339,2339.0,0,2,1,12,0.1666666666666666,0.1666666666666666,0.0,1169.5,9.0,2,0,0,0,0.11542500306375159,Low
1724,109612,73510.0,6827.18,1,0,2,1,2,0,3,1,5,9340,9340.0,0,1,5,12,0.4166666666666667,0.0833333333333333,0.0,1868.0,0.0,0,0,0,5,0.6283574540432334,High
1725,703621,73510.0,6827.18,1,0,2,1,2,0,41,0,11,15067,15067.0,1095,5,4,12,0.9166666666666666,0.4166666666666667,0.0726753832879803,1369.7272727272727,1.0,8,0,1,2,0.10239191845247762,Low
1726,940874,73510.0,6829.41,1,1,0,1,2,0,49,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.03028175194105809,Low
1728,708160,73510.0,6843.85,1,1,0,1,2,0,30,0,20,25295,25295.0,557,7,5,12,1.6666666666666667,0.5833333333333334,0.022020162087369,1264.75,0.0,0,9,7,4,0.05056574606979883,Low
1729,127185,73510.0,6846.15,1,1,2,1,2,0,17,0,24,36203,36203.0,0,7,6,12,2.0,0.5833333333333334,0.0,1508.4583333333333,1.0,6,1,14,3,0.12459683164718098,Low
1730,318945,73510.0,6846.15,1,1,2,1,2,0,18,0,19,24813,24813.0,903,7,6,12,1.5833333333333333,0.5833333333333334,0.0363922137589167,1305.9473684210527,0.0,2,4,9,4,0.06484407542481078,Low
1731,408990,73510.0,6852.0,1,1,0,1,2,0,53,0,17,14559,14559.0,646,6,5,12,1.4166666666666667,0.5,0.0443711793392403,856.4117647058823,2.0,5,2,8,2,0.04309698019177198,Low
1733,730715,51161.0,6852.36,0,0,0,2,2,0,35,0,28,46821,46821.0,527,10,4,12,2.333333333333333,0.8333333333333334,0.0112556331560624,1672.178571428571,1.0,7,6,9,6,0.024526049937329597,Low
1734,353648,73510.0,6857.52,1,0,0,1,2,0,10,1,15,25424,25424.0,520,5,5,12,1.25,0.4166666666666667,0.0204531151667715,1694.9333333333334,1.0,5,5,0,5,0.3417474147871512,Medium
1735,967241,73510.0,6857.52,1,1,0,1,2,0,37,0,23,36340,36340.0,437,8,5,12,1.9166666666666667,0.6666666666666666,0.0120253164556962,1580.0,0.0,2,10,5,6,0.024398563302885205,Low
1736,314713,73510.0,6860.59,1,0,2,1,2,0,4,0,3,6256,6256.0,0,2,2,12,0.25,0.1666666666666666,0.0,2085.333333333333,1.0,0,0,0,3,0.661711261313836,High
1738,207576,71992.0,6862.51,0,1,1,2,2,0,67,0,23,37495,37495.0,779,9,5,12,1.9166666666666667,0.75,0.020776103480464,1630.2173913043478,0.0,4,6,8,5,0.004029420843565212,Low
1740,392206,73510.0,6869.19,1,1,0,1,2,0,60,0,23,37160,37160.0,0,9,6,12,1.9166666666666667,0.75,0.0,1615.6521739130435,0.0,2,9,5,7,0.0046178632019040445,Low
1742,462833,73510.0,6871.97,1,0,1,1,2,0,20,0,17,25492,25492.0,964,6,6,12,1.4166666666666667,0.5,0.0378157853444217,1499.529411764706,1.0,1,8,5,3,0.13983053636686169,Low
1743,971097,73510.0,6872.04,1,1,0,1,2,0,38,0,15,16484,16484.0,589,4,5,12,1.25,0.3333333333333333,0.0357316185391895,1098.9333333333334,3.0,8,0,7,0,0.2889921304757464,Medium
1744,338346,73510.0,6875.61,1,1,0,1,2,0,39,0,20,18763,18763.0,984,7,5,12,1.6666666666666667,0.5833333333333334,0.0524436390769066,938.15,1.0,8,8,3,1,0.12461769667916357,Low
1745,550173,91879.0,6876.31,0,0,2,2,2,0,26,0,11,12582,12582.0,720,4,4,12,0.9166666666666666,0.3333333333333333,0.0572246065808297,1143.8181818181818,0.0,3,4,3,1,0.12933215560359917,Low
1747,354442,78691.0,6880.47,0,0,1,2,2,0,11,0,10,16940,16940.0,583,4,5,12,0.8333333333333334,0.3333333333333333,0.0344155844155844,1694.0,4.0,2,0,8,0,0.45322520850763837,High
1748,410373,73510.0,6880.63,1,0,0,1,2,0,59,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.020931049283055617,Low
1749,884505,73510.0,6880.63,1,1,0,1,2,0,8,0,22,28105,28105.0,0,7,4,12,1.8333333333333333,0.5833333333333334,0.0,1277.5,0.0,0,4,8,10,0.04750251326921474,Low
1752,795820,73510.0,6889.1,1,0,2,1,2,0,11,0,12,23984,23984.0,0,5,5,12,1.0,0.4166666666666667,0.0,1998.6666666666667,2.0,0,7,3,2,0.3071701403316197,Medium
1753,452279,73510.0,6893.17,1,1,0,1,2,0,9,1,15,27965,27965.0,379,4,5,12,1.25,0.3333333333333333,0.013552655104595,1864.3333333333333,1.0,0,4,5,6,0.2799554263017795,Medium
1755,449084,79717.0,6897.51,0,0,1,2,2,0,67,0,23,44836,44836.0,782,9,5,12,1.9166666666666667,0.75,0.0174413417789276,1949.391304347826,0.0,8,3,6,6,0.004489452363497654,Low
1757,530613,51522.0,6903.95,0,0,1,0,2,0,31,0,8,16515,16515.0,0,3,5,12,0.6666666666666666,0.25,0.0,2064.375,0.0,0,0,3,5,0.298719108632288,Medium
1758,293685,46225.0,6906.2,0,0,1,0,2,0,15,0,9,10911,10911.0,0,3,4,12,0.75,0.25,0.0,1212.3333333333333,2.0,0,4,1,4,0.3356196374975338,Medium
1759,213979,63218.0,6907.55,0,1,1,2,2,0,63,0,13,14616,14616.0,773,5,3,12,1.0833333333333333,0.4166666666666667,0.052887246852764,1124.3076923076924,4.0,4,3,6,0,0.04356017088435407,Low
1760,442980,73510.0,6912.04,1,0,1,1,2,0,15,0,14,21383,21383.0,810,6,4,12,1.1666666666666667,0.5,0.0378805593228265,1527.357142857143,0.0,2,0,5,7,0.07145668500522523,Low
1761,438383,123546.0,6913.57,0,0,2,3,2,0,3,0,7,11444,11444.0,0,3,3,12,0.5833333333333334,0.25,0.0,1634.857142857143,0.0,0,0,0,7,0.11966684980752237,Low
1763,932453,96954.0,6925.18,0,0,1,2,2,0,33,0,17,28029,28029.0,0,8,4,12,1.4166666666666667,0.6666666666666666,0.0,1648.764705882353,1.0,4,6,4,3,0.029674750154147903,Low
1765,384737,53360.0,6930.63,0,0,0,2,2,0,23,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.12754714814796783,Low
1766,137999,70787.0,6938.87,0,0,0,2,2,0,65,0,22,33985,33985.0,0,8,4,12,1.8333333333333333,0.6666666666666666,0.0,1544.7727272727273,0.0,7,4,7,4,0.013321723905210851,Low
1767,838553,70787.0,6938.87,0,1,0,2,2,0,5,1,3,3908,3908.0,683,2,2,12,0.25,0.1666666666666666,0.1747697031729785,1302.6666666666667,2.0,0,0,1,2,0.43506120473844445,High
1768,771943,73510.0,6940.97,1,0,1,1,2,0,41,0,19,30823,30823.0,1546,10,4,12,1.5833333333333333,0.8333333333333334,0.0501573500308211,1622.2631578947369,0.0,4,5,5,5,0.008877591264121337,Low
1769,384602,73510.0,6941.9,1,0,1,1,2,0,32,1,11,10143,10143.0,656,4,4,12,0.9166666666666666,0.3333333333333333,0.064675145420487,922.0909090909092,7.0,6,5,0,0,0.26644644056420824,Medium
1770,281328,244617.0,6943.56,0,0,1,4,2,0,51,0,23,27789,27789.0,0,6,5,12,1.9166666666666667,0.5,0.0,1208.2173913043478,3.0,12,8,3,0,0.01711787590413322,Low
1771,784271,244617.0,6943.56,0,1,1,4,2,0,37,0,11,23078,23078.0,820,5,4,12,0.9166666666666666,0.4166666666666667,0.0355316751884912,2098.0,5.0,9,1,1,0,0.03514105790279392,Low
1772,983242,61614.0,6948.33,0,0,0,2,2,0,58,0,30,54179,54179.0,351,10,5,12,2.5,0.8333333333333334,0.0064785248897174,1805.9666666666667,0.0,6,3,13,8,0.003758880500433673,Low
1773,714206,47776.0,6950.1,0,1,1,2,2,0,50,0,24,26836,26836.0,626,8,5,12,2.0,0.6666666666666666,0.0233268743478908,1118.1666666666667,0.0,10,3,7,4,0.04745251383126549,Low
1774,279468,73510.0,6961.95,1,0,1,1,2,0,10,0,38,51562,51562.0,0,10,6,12,3.1666666666666665,0.8333333333333334,0.0,1356.8947368421052,0.0,2,13,14,9,0.0396140151702638,Low
1775,760166,73510.0,6961.95,1,1,1,1,2,0,6,0,9,9793,9793.0,0,2,5,12,0.75,0.1666666666666666,0.0,1088.111111111111,3.0,0,0,9,0,0.49667637841567996,High
1776,616667,274508.0,6966.32,0,0,1,4,2,0,45,0,11,19674,19674.0,0,4,5,12,0.9166666666666666,0.3333333333333333,0.0,1788.5454545454545,0.0,0,3,3,5,0.002833469826326708,Low
1777,881818,62521.0,6966.69,0,1,1,2,2,0,5,0,12,19364,19364.0,560,4,4,12,1.0,0.3333333333333333,0.0289196447015079,1613.6666666666667,0.0,0,0,3,9,0.15426062275722932,Medium
1778,677963,256041.0,6974.92,0,0,1,4,2,0,27,0,16,19281,19281.0,326,4,5,12,1.3333333333333333,0.3333333333333333,0.01690783673046,1205.0625,2.0,5,5,3,3,0.018178449873383892,Low
1780,932270,73510.0,6986.6,1,1,1,1,2,0,57,0,29,42336,42336.0,1111,10,6,12,2.4166666666666665,0.8333333333333334,0.0262424414210128,1459.8620689655172,0.0,2,10,10,7,0.0035630214179982952,Low
1781,133065,48421.0,6990.92,0,1,1,2,2,0,38,0,21,30869,30869.0,1275,8,4,12,1.75,0.6666666666666666,0.0413035731640156,1469.952380952381,2.0,7,4,6,4,0.053180346673967004,Low
1782,270730,101168.0,6992.53,0,1,1,2,2,0,62,0,26,47226,47226.0,755,8,5,12,2.1666666666666665,0.6666666666666666,0.0159869563376106,1816.3846153846157,0.0,8,3,9,6,0.005826116316712073,Low
1783,938482,101168.0,6992.53,0,1,1,2,2,0,16,1,15,21910,21910.0,0,4,6,12,1.25,0.3333333333333333,0.0,1460.6666666666667,5.0,7,6,2,0,0.47948681899342155,High
1784,181852,73510.0,6993.38,1,1,0,1,2,0,14,0,25,33567,33567.0,366,8,6,12,2.083333333333333,0.6666666666666666,0.0109035660023237,1342.68,0.0,4,11,6,4,0.13336995679415958,Low
1785,321457,73572.0,6997.83,0,0,1,2,2,0,23,0,15,20471,20471.0,0,6,3,12,1.25,0.5,0.0,1364.7333333333331,3.0,3,5,7,0,0.16921282664352108,Medium
1786,992986,73510.0,7017.15,1,0,0,1,2,0,8,0,13,17951,17951.0,1144,4,5,12,1.0833333333333333,0.3333333333333333,0.0637290401648933,1380.8461538461538,0.0,0,5,7,1,0.4101497586068305,High
1787,215952,123841.0,7019.18,0,1,1,3,2,0,64,0,13,17348,17348.0,328,6,4,12,1.0833333333333333,0.5,0.0189070786257781,1334.4615384615386,1.0,0,7,4,2,0.00575465385634232,Low
1788,662973,123841.0,7019.18,0,1,1,3,2,0,32,0,18,28539,28539.0,518,7,4,12,1.5,0.5833333333333334,0.0181506009320578,1585.5,0.0,3,7,6,2,0.027906100125752082,Low
1789,800450,123841.0,7019.18,0,0,1,3,2,0,12,0,25,44854,44854.0,0,8,7,12,2.083333333333333,0.6666666666666666,0.0,1794.16,0.0,5,5,11,4,0.046844620230986955,Low
1790,926494,123841.0,7019.18,0,1,1,3,2,0,25,0,13,18985,18985.0,0,6,4,12,1.0833333333333333,0.5,0.0,1460.3846153846157,1.0,1,6,1,5,0.025887590200359165,Low
1792,552364,73510.0,7027.76,1,1,0,1,2,0,15,0,6,8925,8925.0,0,3,3,12,0.5,0.25,0.0,1487.5,1.0,0,3,0,3,0.3012785294144067,Medium
1793,428922,89964.0,7031.46,0,0,1,3,2,0,43,0,16,22924,22924.0,418,6,3,12,1.3333333333333333,0.5,0.0182341650671785,1432.75,0.0,3,5,3,5,0.02393295066461868,Low
1794,399973,51119.0,7031.79,0,0,1,2,2,0,50,0,16,28922,28922.0,594,5,5,12,1.3333333333333333,0.4166666666666667,0.0205379987552728,1807.625,0.0,3,6,2,5,0.06749544427206426,Low
1795,563386,73510.0,7035.53,1,0,2,1,2,0,2,0,1,1228,1228.0,0,1,1,12,0.0833333333333333,0.0833333333333333,0.0,1228.0,1.0,0,0,0,1,0.4742597965800909,High
1796,814067,73510.0,7035.53,1,1,2,1,2,0,61,0,24,38461,38461.0,0,6,5,12,2.0,0.5,0.0,1602.5416666666667,0.0,0,10,8,6,0.010724879694643964,Low
1797,592145,88423.0,7035.76,0,1,1,2,2,0,35,0,13,16757,16757.0,431,8,5,12,1.0833333333333333,0.6666666666666666,0.0257205943784687,1289.0,0.0,1,7,2,3,0.01550640749474146,Low
1799,559622,49643.0,7039.26,0,0,1,2,2,0,25,0,26,31621,31621.0,0,8,6,12,2.1666666666666665,0.6666666666666666,0.0,1216.1923076923076,0.0,3,5,11,7,0.052364087375264316,Low
1800,680569,73510.0,7046.48,1,1,1,1,2,0,24,0,29,53492,53492.0,435,9,4,12,2.4166666666666665,0.75,0.0081320571300381,1844.551724137931,0.0,5,11,6,7,0.02493286308686871,Low
1804,146086,70285.0,7057.46,0,0,0,2,2,0,25,0,25,31557,31557.0,444,8,6,12,2.083333333333333,0.6666666666666666,0.0140697784960547,1262.28,2.0,3,11,7,4,0.0917851869462967,Low
1805,580341,59596.0,7057.89,0,0,1,2,2,0,44,0,19,33859,33859.0,825,8,5,12,1.5833333333333333,0.6666666666666666,0.0243657520895478,1782.0526315789473,0.0,3,10,1,5,0.024341074763046144,Low
1806,526349,78641.0,7069.74,0,0,1,2,2,0,64,0,16,18714,18714.0,1387,7,4,12,1.3333333333333333,0.5833333333333334,0.0741156353532115,1169.625,0.0,4,3,6,3,0.010092730551575939,Low
1807,262351,98168.0,7072.93,0,0,2,2,2,0,1,0,0,0,0.0,0,0,0,12,0.0,0.0,0.0,0.0,12.0,0,0,0,0,0.12761219718522404,Low
1808,543852,101063.0,7074.4,0,0,1,2,2,0,45,0,23,42379,42379.0,1142,8,4,12,1.9166666666666667,0.6666666666666666,0.026947308808608,1842.5652173913045,1.0,7,8,4,4,0.021132233810517168,Low
1809,307631,73510.0,7076.65,1,0,0,1,2,0,11,1,12,21074,21074.0,611,4,4,12,1.0,0.3333333333333333,0.0289930720318876,1756.1666666666667,4.0,4,6,2,0,0.6428634229238841,High
1810,350059,73510.0,7076.65,1,0,0,1,2,0,1,1,5,8530,8530.0,0,1,5,12,0.4166666666666667,0.0833333333333333,0.0,1706.0,0.0,0,0,0,5,0.673049712197564,High
