Loyalty Number,Salary,CLV,Card_Enc,Tenure_At_Cutoff,Promo_Enroll,Total_Flights,Months_Since_Last_Flight,Activity_Rate,Redemption_Ratio,Avg_Flights_Month,Avg_Distance_Per_Flight,Flights_Q1,Flights_Q2,Flights_Q3,Flights_Q4,Churn,Churn_Prob,Churn_Risk,Segment_ID,Segment_Name,Action_Code,Recommended_Action,Timing
390190,102379.0,7519.13,2,7,0,23,0.0,0.5,0.0,1.9166666666666667,1500.2173913043478,0,6,7,10,0,0.0420931952238039,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
407404,102379.0,7519.13,2,6,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0893301726981196,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
433300,102379.0,7519.13,2,2,0,2,1.0,0.0833333333333333,0.0,0.1666666666666666,831.0,0,0,0,2,1,0.1851446438958676,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
604783,102379.0,7519.13,2,1,0,4,0.0,0.0833333333333333,0.0,0.3333333333333333,926.0,0,0,0,4,0,0.2003898007617615,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
638237,102379.0,7519.13,2,6,0,10,3.0,0.1666666666666666,0.0634466509592729,0.8333333333333334,594.2,0,0,10,0,0,0.2495735061230208,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
744117,102379.0,7519.13,2,1,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.1102341244451738,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
948950,66831.0,7522.07,2,58,0,15,2.0,0.4166666666666667,0.0,1.25,1625.4,4,6,4,1,0,0.0749803589846531,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
106838,58674.0,7524.74,2,14,0,26,0.0,0.8333333333333334,0.0,2.1666666666666665,1725.2692307692307,3,6,9,8,0,0.0192084115170524,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
488151,73510.0,7531.03,2,16,0,6,7.0,0.1666666666666666,0.1612440191387559,0.5,1045.0,2,4,0,0,1,0.4984489523165039,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
898698,59344.0,7535.43,2,9,0,24,0.0,0.6666666666666666,0.008427111963906,2.0,1606.9166666666667,0,11,6,7,0,0.0781158166021976,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
536092,82891.0,7536.07,2,34,0,18,0.0,0.6666666666666666,0.0617272685797709,1.5,1217.7222222222222,8,6,1,3,0,0.0449893579401959,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
120583,73510.0,7539.6,2,64,0,27,3.0,0.75,0.0190734398782344,2.25,1557.3333333333333,9,8,10,0,0,0.0286664700318493,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
761674,80947.0,7540.05,2,39,0,25,0.0,0.6666666666666666,0.01492499493209,2.083333333333333,1578.56,1,9,9,6,0,0.0136803881371731,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
544421,73510.0,7540.39,2,50,0,26,0.0,0.75,0.0254639719208093,2.1666666666666665,1676.576923076923,4,8,7,7,0,0.0088826396815417,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
537701,53637.0,7540.58,2,15,0,21,0.0,0.5833333333333334,0.0280653004515456,1.75,1370.952380952381,4,3,5,9,0,0.069609472400115,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
372622,77075.0,7540.91,2,50,0,12,0.0,0.4166666666666667,0.0427229656720139,1.0,1002.5833333333334,0,1,4,7,0,0.0094235604089188,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
601332,77075.0,7540.91,2,8,0,23,0.0,0.6666666666666666,0.0,1.9166666666666667,1465.1739130434785,0,6,10,7,0,0.044045731060443,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
741657,73510.0,7542.71,2,64,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0163038257753178,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
948616,73510.0,7542.71,2,58,0,21,0.0,0.5,0.0131582686787734,1.75,1675.571428571429,4,3,8,6,0,0.0199540464932427,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
883816,54785.0,7546.61,2,13,0,21,0.0,0.5833333333333334,0.0249551611107675,1.75,1539.904761904762,0,8,5,8,1,0.0633763674269026,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
922786,73510.0,7559.21,2,34,0,17,0.0,0.5,0.0209225553176302,1.4166666666666667,1318.5882352941176,3,6,0,8,0,0.0365289789022148,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
296915,67309.0,7564.61,2,48,0,10,0.0,0.4166666666666667,0.0,0.8333333333333334,1270.3,5,0,1,4,0,0.0353732193050459,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
249019,96019.0,7573.34,2,37,0,31,0.0,0.8333333333333334,0.0269665683382497,2.583333333333333,1312.258064516129,7,8,10,6,0,0.0154826833341061,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
928153,73510.0,7573.35,2,38,0,24,1.0,0.5833333333333334,0.0,2.0,1394.2083333333333,4,7,8,5,0,0.0578554020232325,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
681984,73510.0,7575.65,2,61,0,24,1.0,0.6666666666666666,0.0,2.0,1341.625,6,7,5,6,0,0.0139791829693572,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
619548,79325.0,7582.11,2,9,0,15,2.0,0.4166666666666667,0.0349533571346308,1.25,1157.7333333333331,0,3,8,4,0,0.1527385571686438,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
804438,79325.0,7582.11,2,6,0,13,0.0,0.3333333333333333,0.0,1.0833333333333333,1655.1538461538462,0,0,2,11,0,0.1029456069075427,Low,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
877384,64592.0,7583.14,2,34,0,27,0.0,0.75,0.0226421274592093,2.25,1809.148148148148,6,6,7,8,0,0.0177814858129683,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
404431,91594.0,7583.56,2,38,0,20,0.0,0.5833333333333334,0.0711583236321303,1.6666666666666667,1030.8,2,9,4,5,0,0.0250177025719245,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
615214,91594.0,7583.56,2,56,0,24,2.0,0.5833333333333334,0.0,2.0,1297.7916666666667,2,8,12,2,0,0.02031319421047,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
952573,87897.0,7588.36,2,3,0,2,1.0,0.0833333333333333,0.0,0.1666666666666666,1643.0,0,0,0,2,1,0.5860775815459253,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
201709,73510.0,7591.11,2,49,0,15,0.0,0.4166666666666667,0.0,1.25,1670.4666666666667,1,3,6,5,0,0.0341012022467663,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
490487,73510.0,7591.11,2,37,0,18,1.0,0.5,0.0156406657309003,1.5,1385.2777777777778,4,0,9,5,0,0.0494846395042322,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
787249,104613.0,7591.83,2,22,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0509678892522306,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
876062,75700.0,7596.29,2,17,0,46,0.0,0.8333333333333334,0.0101712233334365,3.8333333333333335,1404.2173913043478,11,13,9,13,0,0.0443145132418273,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
301094,73510.0,7600.44,2,6,0,15,0.0,0.3333333333333333,0.0,1.25,1576.8,0,0,6,9,0,0.159833549131677,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
442792,73510.0,7602.66,2,26,0,22,0.0,0.5833333333333334,0.0140587913091108,1.8333333333333333,1742.6818181818182,7,5,7,3,0,0.1498000679321269,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
748810,66868.0,7606.71,2,4,0,8,0.0,0.25,0.0679713544882084,0.6666666666666666,2024.75,0,0,3,5,0,0.4437165581052196,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
497476,73510.0,7607.0,2,41,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0356504182175748,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
120434,97949.0,7611.95,2,7,0,13,2.0,0.3333333333333333,0.0343171332869872,1.0833333333333333,1217.1538461538462,0,5,5,3,0,0.2173212889805258,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
251432,236637.0,7613.05,2,48,0,20,0.0,0.6666666666666666,0.0140980198811395,1.6666666666666667,1876.15,4,6,5,5,0,0.0010467533947074,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
256731,51878.0,7614.14,2,7,0,16,2.0,0.5,0.0129229250840452,1.3333333333333333,2026.4375,1,9,3,3,0,0.3293755005645054,Medium,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
294005,57551.0,7614.83,2,3,0,9,0.0,0.25,0.1038385252595963,0.75,952.3333333333334,0,0,0,9,0,0.1268296674425971,Low,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
401769,56856.0,7615.38,2,19,0,27,0.0,0.75,0.042316258351893,2.25,1147.4444444444443,3,5,13,6,0,0.053417770613336,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
759785,62567.0,7618.44,2,40,0,23,1.0,0.6666666666666666,0.0,1.9166666666666667,1225.1739130434785,8,4,4,7,0,0.0312419277599615,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
902241,62567.0,7618.44,2,28,0,23,2.0,0.6666666666666666,0.0,1.9166666666666667,1797.7826086956522,6,11,4,2,0,0.1087273420269269,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
389430,73510.0,7619.48,2,58,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0150333691214438,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
623537,79287.0,7619.52,2,26,0,29,0.0,0.75,0.0113807892277835,2.4166666666666665,1439.2068965517242,5,14,2,8,0,0.029261271316562,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
892502,83056.0,7623.58,2,67,0,26,1.0,0.6666666666666666,0.0099469303714874,2.1666666666666665,1326.2692307692307,8,9,5,4,0,0.014643516017976,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
766024,99963.0,7627.66,2,29,0,26,0.0,0.6666666666666666,0.0225143515653343,2.1666666666666665,1802.2692307692307,6,14,2,4,0,0.0448628869082536,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
760508,73510.0,7630.35,2,54,0,19,3.0,0.4166666666666667,0.0,1.5833333333333333,1419.5263157894738,0,13,6,0,0,0.0913247103471383,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
763615,73510.0,7633.82,2,22,0,18,0.0,0.6666666666666666,0.0121983558737735,1.5,1466.5,8,4,1,5,0,0.0586279085432225,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
605341,73510.0,7634.86,2,55,0,16,1.0,0.5,0.0278860449230521,1.3333333333333333,1555.4375,1,4,8,3,0,0.0296283075986883,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
292843,73510.0,7635.42,2,18,0,24,2.0,0.6666666666666666,0.0113144926078648,2.0,1657.1666666666667,3,13,6,2,0,0.1362161088090153,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
792707,73510.0,7635.42,2,39,0,22,2.0,0.5833333333333334,0.0165554994552363,1.8333333333333333,1710.5,5,10,4,3,0,0.0814735117872007,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
270389,71816.0,7635.55,2,21,0,28,0.0,0.8333333333333334,0.0,2.333333333333333,1405.392857142857,4,10,10,4,0,0.0354294532336202,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
786230,54051.0,7635.88,2,50,0,2,10.0,0.0833333333333333,0.0,0.1666666666666666,2205.0,2,0,0,0,1,0.6785266868404451,High,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
213303,80280.0,7638.44,2,60,0,24,1.0,0.75,0.0343815291846288,2.0,1575.4583333333333,7,7,7,3,0,0.0114592539733659,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
230687,73510.0,7643.07,2,2,0,5,0.0,0.1666666666666666,0.0,0.4166666666666667,1125.4,0,0,0,5,1,0.2703646959756912,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
696502,63985.0,7644.76,2,68,0,22,0.0,0.6666666666666666,0.0,1.8333333333333333,1445.6818181818182,1,11,3,7,0,0.0040942421318398,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
715678,73943.0,7653.28,2,46,0,21,0.0,0.5833333333333334,0.0162188332122972,1.75,1573.7142857142858,6,5,5,5,0,0.0243580727793624,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
843919,73943.0,7653.28,2,2,0,3,1.0,0.0833333333333333,0.0,0.25,2380.0,0,0,0,3,1,0.8301810741362996,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
950193,80733.0,7661.39,2,52,0,14,0.0,0.4166666666666667,0.0777048655569782,1.1666666666666667,892.5714285714286,3,3,6,2,0,0.0310077649789589,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
557739,75946.0,7664.22,2,56,0,18,1.0,0.5833333333333334,0.0130055290885697,1.5,1597.611111111111,5,7,5,1,0,0.0257019969396697,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
407768,99562.0,7668.81,2,65,0,17,0.0,0.5,0.075754189944134,1.4166666666666667,1052.9411764705883,5,5,6,1,0,0.0156698878222965,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
132914,77701.0,7671.85,2,56,0,14,1.0,0.4166666666666667,0.0,1.1666666666666667,1130.857142857143,4,0,7,3,0,0.0280142322049507,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
942819,80786.0,7679.68,2,44,0,19,0.0,0.5833333333333334,0.0217153828329305,1.5833333333333333,1589.9473684210527,2,7,2,8,0,0.0106336000240495,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
240141,80784.0,7680.75,2,5,0,9,0.0,0.4166666666666667,0.0430870738778366,0.75,1111.4444444444443,0,0,4,5,1,0.0853388742286051,Low,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
173938,97796.0,7681.55,2,21,0,23,1.0,0.5833333333333334,0.0168070429513319,1.9166666666666667,1140.8260869565215,5,5,9,4,0,0.0762932984391108,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
594044,63135.0,7689.7,2,4,0,5,1.0,0.1666666666666666,0.0,0.4166666666666667,858.4,0,0,0,5,1,0.1778050957761556,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
896951,63135.0,7689.7,2,5,0,6,0.0,0.25,0.0,0.5,1194.8333333333333,0,0,4,2,0,0.253084089318104,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
302056,72770.0,7690.16,2,23,0,15,0.0,0.4166666666666667,0.0487850467289719,1.25,1426.6666666666667,0,7,5,3,0,0.1151844868339999,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
982542,71908.0,7693.12,2,54,0,13,4.0,0.4166666666666667,0.0268773791671473,1.0833333333333333,1333.6923076923076,7,0,6,0,1,0.084384245532681,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
583513,58809.0,7703.4,2,63,0,23,1.0,0.5833333333333334,0.0175033882176533,1.9166666666666667,1507.7826086956522,5,8,6,4,0,0.0209392034183113,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
958005,67827.0,7704.25,2,61,0,22,0.0,0.75,0.0212802843150002,1.8333333333333333,1048.7727272727273,4,9,6,3,0,0.0097297153213323,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
858417,73510.0,7706.03,2,10,0,29,0.0,0.6666666666666666,0.03432198291421,2.4166666666666665,1146.344827586207,3,11,6,9,0,0.0880077322924589,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
189914,73510.0,7706.96,2,67,0,19,0.0,0.6666666666666666,0.0,1.5833333333333333,1791.7894736842106,1,4,9,5,0,0.0053271380710262,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
384928,88721.0,7710.91,2,31,0,11,3.0,0.3333333333333333,0.0,0.9166666666666666,1589.0,5,2,4,0,0,0.2555590413152321,Medium,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
407641,73510.0,7714.65,2,36,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0574406464190198,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
127882,73510.0,7716.44,2,13,0,14,0.0,0.5,0.0343456004427227,1.1666666666666667,2065.1428571428573,0,2,10,2,0,0.2217989500186288,Medium,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
934134,53168.0,7724.68,2,63,0,24,0.0,0.6666666666666666,0.0179223744292237,2.0,1095.0,5,9,6,4,0,0.0183091473511244,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
611873,73510.0,7735.47,2,26,0,19,0.0,0.6666666666666666,0.0198568621947796,1.5833333333333333,1500.2105263157894,5,1,4,9,0,0.0192283053628454,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
332855,79367.0,7739.55,2,44,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0294958470576986,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
923108,90101.0,7748.81,2,3,0,4,0.0,0.1666666666666666,0.2892882311486963,0.3333333333333333,709.5,0,0,0,4,0,0.1345719989301299,Low,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
472009,48494.0,7750.12,2,5,0,9,0.0,0.25,0.0960205213533,0.75,1602.6666666666667,0,0,2,7,0,0.3533503037052679,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
162658,73510.0,7751.86,2,40,0,17,2.0,0.5,0.0213951328974349,1.4166666666666667,1520.4117647058824,4,0,10,3,0,0.0673089574203855,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
861079,62110.0,7752.93,2,3,0,5,0.0,0.1666666666666666,0.0,0.4166666666666667,1383.8,0,0,0,5,0,0.380789257254541,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
614634,68261.0,7757.92,2,10,0,23,0.0,0.5,0.0518444403486137,1.9166666666666667,1651.2608695652175,3,6,7,7,0,0.1577133992391282,Medium,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
440928,86323.0,7769.84,2,64,0,10,2.0,0.3333333333333333,0.0772708158116063,0.8333333333333334,951.2,0,2,6,2,0,0.0114169175474002,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
835484,64194.0,7771.16,2,51,0,11,0.0,0.5,0.0,0.9166666666666666,1463.090909090909,1,1,1,8,0,0.0124611332318969,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
767507,74601.0,7772.47,2,11,0,17,0.0,0.4166666666666667,0.0209795403067097,1.4166666666666667,1584.1764705882354,0,5,7,5,0,0.1481320282572251,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
104586,86609.0,7772.58,2,12,0,25,1.0,0.5,0.0,2.083333333333333,1502.12,4,4,14,3,0,0.1668441354224535,Medium,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
387880,65700.0,7777.2,2,34,0,23,0.0,0.8333333333333334,0.0110127934690299,1.9166666666666667,1587.0869565217392,4,8,2,9,0,0.0077739724265487,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
484243,249151.0,7778.01,2,60,0,25,1.0,0.75,0.0082640634061473,2.083333333333333,1655.36,3,4,14,4,0,0.0003820349232782,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
873436,249151.0,7778.01,2,52,0,27,0.0,0.6666666666666666,0.0086307010135135,2.25,1403.2592592592594,5,5,9,8,0,0.0005985346063096,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
633299,78582.0,7778.53,2,16,0,7,7.0,0.25,0.0,0.5833333333333334,1604.7142857142858,4,3,0,0,0,0.6110373388811913,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
826984,95663.0,7780.49,2,40,0,0,12.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.030516880865941,Low,0,Dormant Members,RE-ENGAGE,Push notification: personalised fare deal on top routes,Immediate-before they lapse completely
817527,83172.0,7782.13,2,33,0,18,2.0,0.4166666666666667,0.0,1.5,1594.2777777777778,1,3,10,4,0,0.0687803945131055,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
579726,70127.0,7787.43,2,23,0,15,0.0,0.5833333333333334,0.0,1.25,1474.2,2,4,4,5,0,0.0524210773578989,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
388985,55446.0,7796.0,2,19,0,22,1.0,0.6666666666666666,0.028235833006151,1.8333333333333333,1389.2727272727273,5,2,10,5,0,0.0743522256774197,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
399397,73510.0,7799.44,2,59,0,22,0.0,0.5,0.0162464037908275,1.8333333333333333,1611.5454545454545,8,7,6,1,0,0.0730115455229014,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
456294,73510.0,7804.6,2,15,0,31,2.0,0.8333333333333334,0.0173812796523744,2.583333333333333,1455.032258064516,7,13,10,1,0,0.1328680181585874,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
131680,105487.0,7805.31,2,26,0,15,0.0,0.5,0.0,1.25,1535.6666666666667,4,1,5,5,0,0.0322486392576091,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
433678,105487.0,7805.31,2,57,0,19,0.0,0.6666666666666666,0.0328616744484442,1.5833333333333333,1476.6842105263158,7,6,2,4,0,0.0068623412374316,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
933656,105487.0,7805.31,2,56,0,21,0.0,0.6666666666666666,0.0500279577673255,1.75,1447.7619047619048,3,4,8,6,0,0.0032297911894495,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
979262,105487.0,7805.31,2,25,0,24,0.0,0.6666666666666666,0.0,2.0,1385.125,4,8,4,8,0,0.0158267598425842,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
544890,49253.0,7806.14,2,11,0,15,1.0,0.4166666666666667,0.0124577837252278,1.25,2092.4,3,2,7,3,0,0.4163271289627821,High,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
298795,73510.0,7809.86,2,47,0,17,0.0,0.5833333333333334,0.0380679067837632,1.4166666666666667,1701.2941176470588,5,1,6,5,0,0.0296326247738016,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
135312,84851.0,7812.89,2,29,0,17,0.0,0.6666666666666666,0.0203432724441127,1.4166666666666667,1813.0,3,2,9,3,0,0.0249924702215164,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
476571,73510.0,7821.95,2,37,0,12,0.0,0.5833333333333334,0.093630029859235,1.0,1172.1666666666667,7,2,0,3,0,0.0448390449442293,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
568442,73510.0,7821.95,2,50,0,24,0.0,0.75,0.0156554343591741,2.0,1711.3333333333333,4,6,5,9,0,0.0053663122213106,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
417838,74651.0,7840.17,2,49,0,17,0.0,0.5833333333333334,0.0,1.4166666666666667,1563.3529411764705,2,4,4,7,0,0.0119986617360725,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
952955,74651.0,7840.17,2,30,0,22,0.0,0.75,0.0,1.8333333333333333,999.4545454545456,1,7,7,7,0,0.0154573951288302,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
994609,81070.0,7850.13,2,43,0,18,2.0,0.6666666666666666,0.0359287205008829,1.5,1730.2777777777778,6,5,5,2,0,0.0387760999354035,Low,2,High Value Vulnerables,VALUE SAVE,Targeted email: exclusive double points event this month,Within 14 days
433017,63066.0,7853.96,2,3,0,7,0.0,0.25,0.0888963435088896,0.5833333333333334,1277.571428571429,0,0,0,7,0,0.1745084972690399,Medium,1,New At-Risk,WIN-BACK,Email: 2x points on next booking valid 30 days,Within 7 days
